timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1486580400,Feb 8 2017 - 7:00pm,complete,312,Murici,Juventude,0.00,0.00,1.33,0.00,3,1,4,3,2,1,"17,38,50","19",4,3,1,0,2,0,11,8,6,6,5,2,11,19,57,43,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio José Gomes da Costa (Murici- Alagoas)
1486588500,Feb 8 2017 - 9:15pm,complete,2756,Vitória da Conquista,Coritiba,0.00,0.00,1.00,1.00,1,1,2,0,0,0,"52","79",2,9,2,1,2,1,11,21,7,16,4,5,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Lomanto Júnior (Vitória da Conquista- Bahia)
1486589400,Feb 8 2017 - 9:30pm,complete,8969,Campinense,Ponte Preta,0.00,0.00,0.00,3.00,0,2,2,0,0,0,"","71,73",3,6,1,0,3,0,15,13,7,5,8,8,22,19,54,46,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Governador Ernani Sátyro (Campina Grande- Paraíba)
1486589400,Feb 8 2017 - 9:30pm,complete,1216,Luziânia,Vitória,0.00,0.00,0.00,1.67,0,2,2,1,0,1,"","23,56",-1,-1,1,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Zequinha Roriz (Luziânia- Goiás)
1486593000,Feb 8 2017 - 10:30pm,complete,2028,Ferroviária,ASA,0.00,0.00,1.00,1.67,1,1,2,1,1,0,"31","90",0,1,4,0,2,0,15,8,8,5,7,3,18,23,46,54,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Municipal Dr. Adhemar de Barros (Araraquara- São Paulo)
1486593000,Feb 8 2017 - 10:30pm,complete,3381,São Bento,Paraná,0.00,0.00,1.00,1.25,1,1,2,1,1,0,"23","90",7,10,3,0,5,0,8,17,3,9,5,8,16,26,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Centro de Integração Comunitário Walter Ribeiro (Sorocaba- São Paulo)
1486593000,Feb 8 2017 - 10:30pm,complete,1371,PSTC,Ypiranga Erechim,0.00,0.00,1.50,0.00,2,1,3,1,1,0,"40,85","63",4,3,3,0,5,1,12,12,5,7,7,5,12,21,52,48,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Municipal Ubirajara Medeiros (Cornélio Procópi- Paraná)
1486593000,Feb 8 2017 - 10:30pm,complete,1069,Osasco Audax,América RN,0.00,0.00,3.00,0.00,1,0,1,0,0,0,"81","",3,2,1,0,2,0,20,7,8,0,12,7,12,13,70,30,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Municipal Prefeito José Liberatti (Osasco- São Paulo)
1486596600,Feb 8 2017 - 11:30pm,complete,2542,7 de Setembro,Ríver,0.00,0.00,3.00,0.00,1,0,1,1,1,0,"45","",-1,-1,3,0,1,0,-2,-2,-1,-1,-1,-1,-1,-1,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Fredis Saldivar (Dourados- Mato Grosso do Sul)
1486596600,Feb 8 2017 - 11:30pm,complete,1368,Gurupi,Londrina,0.00,0.00,3.00,0.00,2,1,3,3,2,1,"2,22","18",-1,-1,4,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Gilberto Resende Rocha (Gurupi- Tocantins)
1486596600,Feb 8 2017 - 11:30pm,complete,2465,São Francisco PA,Botafogo PB,0.00,0.00,3.00,0.00,3,0,3,1,1,0,"34,53,90'2","",-1,-1,5,0,2,1,-2,-2,-1,-1,-1,-1,-1,-1,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Jader Fontenelle Barbalho (Santarém- Pará)
1486596600,Feb 8 2017 - 11:30pm,complete,1050,Rondoniense,Cuiabá,0.00,0.00,0.00,1.33,0,2,2,0,0,0,"","62,87",-1,-1,4,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,50,50,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Aluízio Ferreira de Oliveira (Porto Velho- Rondônia)
1486596600,Feb 8 2017 - 11:30pm,complete,575,São Raimundo RR,Boa,0.00,0.00,0.00,3.00,0,2,2,0,0,0,"","52,90",-1,-1,2,1,4,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio da Vila Olímpica Roberto Marinho (Boa Vista- Roraima)
1486596600,Feb 8 2017 - 11:30pm,complete,870,Altos,CRB,0.00,0.00,3.00,0.00,2,0,2,1,1,0,"15,68","",3,4,3,0,5,1,18,10,11,3,7,7,25,15,51,49,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Municipal Lindolfo Monteiro (Teresina- Piauí)
1486597500,Feb 8 2017 - 11:45pm,complete,7536,Caldense,Corinthians,0.00,0.00,0.00,2.00,0,1,1,1,0,1,"","40",4,9,3,0,1,0,8,19,4,8,4,11,24,11,39,61,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Dr. Ronaldo Junqueira (Poços de Caldas- Minas Gerais)
1486600200,Feb 9 2017 - 12:30am,complete,6312,CSA,Sport Recife,0.00,0.00,0.00,1.50,1,4,5,2,1,1,"33","13,50,62,76",4,2,3,0,3,0,10,16,3,11,7,5,19,15,49,51,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Rei Pelé (Maceió- Alagoas)
1486603800,Feb 9 2017 - 1:30am,complete,1865,Atlético Acreano,América Mineiro,0.00,0.00,0.00,2.00,0,2,2,1,0,1,"","29,87",7,5,3,0,2,0,7,11,4,5,3,6,-1,-1,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Arena da Floresta (Rio Branco- Acre)
1486674900,Feb 9 2017 - 9:15pm,complete,88,EC São José,Sampaio Corrêa,0.00,0.00,1.00,0.50,1,1,2,1,0,1,"90'3","45",9,7,5,2,4,2,13,6,4,4,9,2,21,21,73,27,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio do Vale (Novo Hamburgo- Rio Grande do Sul)
1486681200,Feb 9 2017 - 11:00pm,complete,5321,Santos AP,Vasco da Gama,0.00,0.00,0.00,2.00,0,2,2,1,0,1,"","21,90",2,5,4,0,3,0,4,18,3,7,1,11,-1,-1,0,0,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Arena das Dunas (Natal- Rio Grande do Norte)
1486683000,Feb 9 2017 - 11:30pm,complete,21402,Moto Club MA,São Paulo,0.00,0.00,0.00,2.50,0,1,1,1,0,1,"","2",3,6,3,0,3,0,10,15,2,9,8,6,12,20,35,65,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Governador João Castelo Ribeiro Gonçalves (São Luís- Maranhão)
1487181600,Feb 15 2017 - 6:00pm,complete,681,Boavista,Ceará,0.00,0.00,1.50,0.00,1,0,1,0,0,0,"90'5","",5,3,4,0,4,0,14,11,7,4,7,7,19,21,48,52,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Eucy Resende de Mendonça (Saquarema- Rio de Janeiro)
1487181600,Feb 15 2017 - 6:00pm,complete,439,Ceilândia,ABC,0.00,0.00,1.00,0.50,1,1,2,1,0,1,"65","28",1,2,2,0,5,0,14,10,4,5,10,5,14,20,55,45,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Maria de Lourdes Abadia (Ceilândia- Distrito Federal)
1487193300,Feb 15 2017 - 9:15pm,complete,1228,Desportiva ES,Avaí,0.00,0.00,0.00,3.00,1,2,3,1,0,1,"75","28,60",-1,-1,2,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,52,48,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Engenheiro Alencar Araripe (Cariacica- Espírito Santo)
1487193300,Feb 15 2017 - 9:15pm,complete,3340,Anápolis,Bragantino,0.00,0.00,1.00,0.50,0,0,0,0,0,0,"","",4,3,0,0,0,0,5,9,2,3,3,6,16,14,43,57,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Municipal Jonas Duarte (Anápolis- Goiás)
1487197800,Feb 15 2017 - 10:30pm,complete,2201,Friburguense,Oeste,0.00,0.00,0.00,1.50,0,1,1,0,0,0,"","69",10,4,1,0,2,0,14,15,5,5,9,10,21,26,58,42,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Eduardo Guinle (Nova Friburgo- Rio de Janeiro)
1487197800,Feb 15 2017 - 10:30pm,complete,3378,URT,Luverdense,0.00,0.00,0.00,1.67,1,2,3,1,0,1,"65","33,90",-1,-1,3,0,3,0,-2,-2,-1,-1,-1,-1,-1,-1,47,53,0.00,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,Estádio Zama Maciel (Patos de Minas- Minas Gerais)
